RegNo,Name,Gender,Department,CGPA,Email,Contact
20181316,Karen Pritchard,Female,Mechanical,9.89,KarenPritchard@rediffmail.com,9986477964
20181317,Morgan Galletti,Male,ECE,5.73,MorganGalletti@rediffmail.com,9986889449
20181318,Nancy Rios,Male,CSE,7.79,NancyRios@gmail.com,9986955683
20181319,Denise Smittle,Female,CSE,6.76,DeniseSmittle@gmail.com,9986289902
20181320,James Thomas,Female,EEE,7.98,JamesThomas@yahoo.co.in,9986960695
20181321,Roma Knotts,Male,Mechanical,9.37,RomaKnotts@gmail.com,9986584822
20181322,Sherika Phillips,Male,ECE,6.56,SherikaPhillips@hotmail.com,9986141419
20181323,Scott Brazil,Female,ECE,8.94,ScottBrazil@hotmail.com,9986909200
20181324,Gloria Fulghum,Male,CSE,9.12,GloriaFulghum@hotmail.com,9986787015
20181325,Marvin Thayer,Female,EEE,6.57,MarvinThayer@yahoo.co.in,9986822404
20181326,Michelle Snook,Male,CSE,5.32,MichelleSnook@yahoo.co.in,9986382916
20181327,Christopher Taylor,Male,ECE,9.39,ChristopherTaylor@gmail.com,9986964658
20181328,Nathan Rodriguez,Female,Mechanical,8.45,NathanRodriguez@gmail.com,9986378529
20181329,Mario Doerr,Female,EIE,9.99,MarioDoerr@yahoo.co.in,9986520720
20181330,Mary Lennon,Male,Mechanical,9.05,MaryLennon@gmail.com,9986845502
20181331,Inez Arnold,Female,EEE,8.19,InezArnold@gmail.com,9986174587
20181332,Victoria Griffin,Female,EIE,5.69,VictoriaGriffin@yahoo.co.in,9986037575
20181333,Daniel Sherry,Female,Civil,6.91,DanielSherry@rediffmail.com,9986848022
20181334,Susan Spier,Male,EIE,8.52,SusanSpier@yahoo.co.in,9986817507
20181335,William Mask,Male,Civil,7.77,WilliamMask@hotmail.com,9986494383
20181336,Michael Davis,Female,Mechanical,6.5,MichaelDavis@yahoo.co.in,9986484839
20181337,Jordan Ulibarri,Male,ECE,9.3,JordanUlibarri@hotmail.com,9986143505
20181338,Justin Bianco,Male,Civil,6.13,JustinBianco@rediffmail.com,9986587531
20181339,Noel Gilbert,Male,Mechanical,5.74,NoelGilbert@yahoo.co.in,9986816240
20181340,Caleb Moore,Male,CSE,7.71,CalebMoore@yahoo.co.in,9986767485
20181341,Chad Brown,Female,Civil,7.45,ChadBrown@rediffmail.com,9986903206
20181342,Deanna Wawrzyniak,Female,EEE,7.83,DeannaWawrzyniak@rediffmail.com,9986794490
20181343,Stephanie Jenness,Female,ECE,5.85,StephanieJenness@gmail.com,9986706360
20181344,Clifton Johns,Male,CSE,7.1,CliftonJohns@gmail.com,9986502885
20181345,Sadie Tumlin,Male,EIE,7.97,SadieTumlin@rediffmail.com,9986274840
20181346,Oliva Randrup,Male,Mechanical,8.44,OlivaRandrup@rediffmail.com,9986536277
20181347,Carolyn Sass,Male,ECE,8.96,CarolynSass@gmail.com,9986264073
20181348,Devin Paradiso,Male,ECE,7.84,DevinParadiso@yahoo.co.in,9986342627
20181349,Susan Robinson,Male,EIE,5.31,SusanRobinson@hotmail.com,9986591282
20181350,Bonnie Douglas,Female,CSE,5.23,BonnieDouglas@rediffmail.com,9986282403
20181351,Charles Green,Female,EEE,9.46,CharlesGreen@rediffmail.com,9986134948
20181352,Lucille Carbonaro,Female,ECE,5.6,LucilleCarbonaro@gmail.com,9986136553
20181353,Jeffry Gibbs,Female,EIE,5.47,JeffryGibbs@rediffmail.com,9986839173
20181354,Joe Davis,Female,CSE,9.57,JoeDavis@yahoo.co.in,9986187199
20181355,Inga Brady,Female,Civil,7.29,IngaBrady@hotmail.com,9986970988
20181356,Paula Crawford,Male,EIE,9.56,PaulaCrawford@gmail.com,9986697310
20181357,Esther Arruda,Male,EIE,6.42,EstherArruda@rediffmail.com,9986033200
20181358,Dessie Powers,Male,Mechanical,9.07,DessiePowers@gmail.com,9986889482
20181359,Lee York,Male,Mechanical,8.01,LeeYork@gmail.com,9986163379
20181360,William Mcguire,Male,Civil,7.51,WilliamMcguire@hotmail.com,9986842704
20181361,Daniel Healy,Female,Mechanical,9.4,DanielHealy@rediffmail.com,9986960380
20181362,Lemuel Parker,Male,CSE,9.11,LemuelParker@rediffmail.com,9986948288
20181363,Andres Toft,Female,EIE,5.49,AndresToft@rediffmail.com,9986988270
20181364,Rebecca York,Female,Civil,8.68,RebeccaYork@gmail.com,9986887308
20181365,Mary Mcgill,Male,ECE,5.39,MaryMcgill@hotmail.com,9986594083
20181366,Troy Zimmerman,Female,CSE,5.96,TroyZimmerman@hotmail.com,9986302465
20181367,Willie Marsalis,Female,EIE,9.63,WillieMarsalis@yahoo.co.in,9986293814
20181368,Manuel Garris,Male,EIE,9.48,ManuelGarris@hotmail.com,9986668781
20181369,Diego Drake,Male,Civil,8.6,DiegoDrake@yahoo.co.in,9986539867
20181370,Penny Lloyd,Male,EEE,7.14,PennyLloyd@gmail.com,9986484644
20181371,Louise Johnson,Male,CSE,5.95,LouiseJohnson@gmail.com,9986813560
20181372,Caitlin Mcdermott,Female,CSE,8.63,CaitlinMcdermott@hotmail.com,9986165935
20181373,Mildred Nalepa,Male,ECE,7.64,MildredNalepa@rediffmail.com,9986548430
20181374,George Robinson,Female,EIE,5.47,GeorgeRobinson@hotmail.com,9986272023
20181375,Helen Huff,Male,ECE,7.48,HelenHuff@rediffmail.com,9986108968
20181376,David Gofton,Female,ECE,5.65,DavidGofton@gmail.com,9986464810
20181377,Brenda Labounty,Male,Civil,6.77,BrendaLabounty@yahoo.co.in,9986300293
20181378,Phillip Henry,Female,Civil,9.43,PhillipHenry@hotmail.com,9986795661
20181379,Douglas Artman,Male,Mechanical,8.32,DouglasArtman@gmail.com,9986460869
20181380,Dorothy Kipp,Male,Civil,5.56,DorothyKipp@yahoo.co.in,9986807105
20181381,Andrew Bollinger,Male,Mechanical,8.64,AndrewBollinger@gmail.com,9986358612
20181382,Cara Glen,Female,Civil,6.56,CaraGlen@hotmail.com,9986535808
20181383,Gustavo Waggoner,Male,EIE,7.41,GustavoWaggoner@hotmail.com,9986619958
20181384,Charles Rizvi,Female,EEE,5.73,CharlesRizvi@gmail.com,9986922768
20181385,Mike Blake,Female,Mechanical,9.74,MikeBlake@rediffmail.com,9986390156
20181386,Diedre Blazejewski,Male,Mechanical,9.51,DiedreBlazejewski@gmail.com,9986269512
20181387,Jeffrey Miller,Female,EIE,9.11,JeffreyMiller@gmail.com,9986060941
20181388,Leslie Graap,Male,ECE,8.28,LeslieGraap@yahoo.co.in,9986710997
20181389,Erica Woodruff,Female,Mechanical,6.43,EricaWoodruff@yahoo.co.in,9986403563
20181390,Ronald Robles,Male,Mechanical,8.02,RonaldRobles@gmail.com,9986642708
20181391,Linda Matthias,Male,Mechanical,6.47,LindaMatthias@gmail.com,9986765565
20181392,Leo Fusco,Male,ECE,8.48,LeoFusco@hotmail.com,9986064363
20181393,April Kirkman,Male,EIE,7.38,AprilKirkman@rediffmail.com,9986234097
20181394,John Howell,Female,ECE,6.38,JohnHowell@yahoo.co.in,9986906944
20181395,Maria Simon,Male,EEE,8.84,MariaSimon@yahoo.co.in,9986450550
20181396,Steve Parsons,Female,Mechanical,5.72,SteveParsons@yahoo.co.in,9986064932
20181397,Kenneth Wilkerson,Male,Civil,9.1,KennethWilkerson@hotmail.com,9986868118
20181398,Margaret Curry,Male,EEE,8.85,MargaretCurry@gmail.com,9986830506
20181399,Laurel Pershall,Male,Civil,8.09,LaurelPershall@hotmail.com,9986851074
20181400,Richard Menefee,Male,CSE,5.25,RichardMenefee@gmail.com,9986644784
20181401,Brian Handelman,Female,ECE,5.01,BrianHandelman@yahoo.co.in,9986987974
20181402,Robert Prevost,Female,EIE,7.12,RobertPrevost@yahoo.co.in,9986614680
20181403,John Struebing,Male,Mechanical,8.48,JohnStruebing@yahoo.co.in,9986752720
20181404,Margaret Kraus,Male,CSE,6.49,MargaretKraus@rediffmail.com,9986818372
20181405,Dave Boutte,Male,EEE,8.15,DaveBoutte@hotmail.com,9986376798
20181406,Richard Turrentine,Female,Civil,8.97,RichardTurrentine@hotmail.com,9986655586
20181407,Jaime Rowland,Male,EEE,7.01,JaimeRowland@yahoo.co.in,9986506045
20181408,Michelle Narvaez,Female,Mechanical,8.12,MichelleNarvaez@hotmail.com,9986668568
20181409,Carolyn Bell,Male,Mechanical,5.11,CarolynBell@gmail.com,9986817501
20181410,Noemi Payne,Male,EIE,7.66,NoemiPayne@hotmail.com,9986958055
20181411,Michelle Pals,Female,Civil,5.23,MichellePals@hotmail.com,9986393736
20181412,Tom Stunkard,Female,Mechanical,9.51,TomStunkard@hotmail.com,9986327612
20181413,Daniel Benefield,Male,EEE,7.09,DanielBenefield@yahoo.co.in,9986192012
20181414,April Centeno,Male,CSE,7.82,AprilCenteno@gmail.com,9986842072
20181415,Trenton Salinas,Female,EIE,5.71,TrentonSalinas@gmail.com,9986194014
20181416,Susan Wolfe,Male,CSE,7.33,SusanWolfe@gmail.com,9986989168
20181417,Shirley Gustaveson,Male,EIE,7.94,ShirleyGustaveson@yahoo.co.in,9986734347
20181418,Hilda Speer,Female,EIE,6.87,HildaSpeer@rediffmail.com,9986749911
20181419,Andrew Kyung,Female,Mechanical,6.62,AndrewKyung@hotmail.com,9986898823
20181420,Kellie Finnegan,Male,Civil,9.09,KellieFinnegan@hotmail.com,9986870602
20181421,Brian Hansen,Male,CSE,5.05,BrianHansen@rediffmail.com,9986850544
20181422,Anthony Henderson,Male,CSE,8.02,AnthonyHenderson@rediffmail.com,9986021565
20181423,David Charles,Male,EIE,9.92,DavidCharles@yahoo.co.in,9986658285
20181424,Norman Morales,Female,Mechanical,6.82,NormanMorales@rediffmail.com,9986748253
20181425,Wanda Oelschlaeger,Male,EIE,9.03,WandaOelschlaeger@rediffmail.com,9986682317
20181426,Helen Glass,Female,EEE,5.18,HelenGlass@rediffmail.com,9986713055
20181427,Tracy Bush,Female,Mechanical,8.25,TracyBush@yahoo.co.in,9986497353
20181428,Mark Cleghorn,Male,EIE,6.98,MarkCleghorn@rediffmail.com,9986932743
20181429,Susan Smalls,Male,EEE,9.17,SusanSmalls@gmail.com,9986089279
20181430,Bethany Walk,Male,EIE,5.31,BethanyWalk@rediffmail.com,9986852225
20181431,Michael Zacharias,Female,Civil,9.07,MichaelZacharias@rediffmail.com,9986782103
20181432,Sidney Lord,Male,Civil,5.4,SidneyLord@gmail.com,9986392605
20181433,Vicky Cohen,Male,EIE,8.58,VickyCohen@gmail.com,9986355608
20181434,Frances Bustamante,Female,EIE,6.73,FrancesBustamante@gmail.com,9986722044
20181435,Rachel Owens,Male,Mechanical,8.91,RachelOwens@gmail.com,9986987438
20181436,Michele Farrer,Male,CSE,7.3,MicheleFarrer@gmail.com,9986983147
20181437,Nina Brown,Female,Civil,7.44,NinaBrown@hotmail.com,9986935080
20181438,Gilberto Wade,Male,Mechanical,6.7,GilbertoWade@hotmail.com,9986574093
20181439,Lisa Nelson,Male,CSE,8.5,LisaNelson@hotmail.com,9986177663
20181440,Peggy Macias,Female,EIE,9.81,PeggyMacias@hotmail.com,9986618123
20181441,Angela Causey,Male,EIE,6.56,AngelaCausey@hotmail.com,9986357682
20181442,Aaron Hwang,Male,EIE,8.54,AaronHwang@rediffmail.com,9986785795
20181443,Sarah Peterson,Female,CSE,8.49,SarahPeterson@gmail.com,9986867330
20181444,Louise Womack,Female,Mechanical,6.84,LouiseWomack@rediffmail.com,9986457082
20181445,Annie Freeman,Female,Civil,8.03,AnnieFreeman@yahoo.co.in,9986117009
20181446,Beverly Snyder,Male,CSE,5.42,BeverlySnyder@gmail.com,9986859151
20181447,Eleanora Mckee,Female,ECE,5.96,EleanoraMckee@gmail.com,9986326646
20181448,James Franklin,Male,EEE,9.76,JamesFranklin@rediffmail.com,9986229995
20181449,Linda Tran,Male,EIE,7.81,LindaTran@gmail.com,9986895437
20181450,Michael Vargas,Male,Mechanical,7.24,MichaelVargas@rediffmail.com,9986365880
20181451,Jason Navarro,Female,CSE,7.72,JasonNavarro@yahoo.co.in,9986999774
20181452,Alton Chow,Male,EEE,7.33,AltonChow@hotmail.com,9986527981
20181453,Deana Sanges,Female,CSE,8.43,DeanaSanges@gmail.com,9986125694
20181454,Peter Kinloch,Female,EIE,6.16,PeterKinloch@hotmail.com,9986427757
20181455,Charles Butcher,Female,Civil,6.56,CharlesButcher@yahoo.co.in,9986066294
20181456,Kate Garcia,Female,ECE,9.88,KateGarcia@gmail.com,9986983681
20181457,Paulene Price,Female,EEE,7.39,PaulenePrice@hotmail.com,9986635886
20181458,Joe Barber,Male,Civil,6.09,JoeBarber@hotmail.com,9986489108
20181459,Mark August,Male,ECE,9.27,MarkAugust@rediffmail.com,9986025214
20181460,Peter Mercier,Female,CSE,8.17,PeterMercier@gmail.com,9986028371
20181461,Franklin Gillespie,Male,CSE,7.19,FranklinGillespie@yahoo.co.in,9986288282
20181462,Steven Boyd,Male,ECE,9.11,StevenBoyd@yahoo.co.in,9986434770
20181463,Felix Robleto,Female,CSE,5.13,FelixRobleto@rediffmail.com,9986983625
20181464,Merrill Drews,Female,ECE,6.74,MerrillDrews@rediffmail.com,9986232222
20181465,Marie Lew,Male,Mechanical,8.51,MarieLew@yahoo.co.in,9986370836
20181466,Jeremy Franco,Male,Mechanical,7.54,JeremyFranco@gmail.com,9986977586
20181467,William Knight,Female,Mechanical,7.89,WilliamKnight@gmail.com,9986215563
20181468,Bernadette Palmer,Male,Mechanical,6.53,BernadettePalmer@yahoo.co.in,9986688878
20181469,Robert Hogan,Female,EEE,6.64,RobertHogan@rediffmail.com,9986093301
20181470,Valerie Johnson,Male,EIE,5.17,ValerieJohnson@gmail.com,9986253918
20181471,Sherri Mowrey,Male,EIE,9.29,SherriMowrey@hotmail.com,9986610708
20181472,Timmy Benthall,Female,ECE,8.72,TimmyBenthall@rediffmail.com,9986871076
20181473,Catherine Mann,Female,Civil,9.73,CatherineMann@gmail.com,9986276881
20181474,Randy Monroe,Male,Mechanical,8.85,RandyMonroe@hotmail.com,9986674919
20181475,William Hall,Female,Civil,6.41,WilliamHall@hotmail.com,9986007311
20181476,Robert Bennett,Male,Mechanical,8.23,RobertBennett@hotmail.com,9986069630
20181477,Thomas Hodge,Female,ECE,8.49,ThomasHodge@hotmail.com,9986116260
20181478,Betsy Smith,Female,EEE,9.83,BetsySmith@yahoo.co.in,9986346100
20181479,Michael Slagle,Female,Civil,7.89,MichaelSlagle@gmail.com,9986274492
20181480,Elizabeth Schnitker,Male,Civil,9.37,ElizabethSchnitker@hotmail.com,9986774695
20181481,Michael Leech,Female,ECE,8.49,MichaelLeech@rediffmail.com,9986373315
20181482,Morgan Kennedy,Female,EEE,8.95,MorganKennedy@rediffmail.com,9986074458
20181483,Jamie Hirst,Male,EIE,7.97,JamieHirst@yahoo.co.in,9986839729
20181484,Richard Darden,Male,ECE,8.28,RichardDarden@gmail.com,9986568986
20181485,Beverly Morgan,Male,ECE,8.61,BeverlyMorgan@hotmail.com,9986741069
20181486,Elisa Mitchell,Female,Civil,5.45,ElisaMitchell@hotmail.com,9986127217
20181487,Norman Thompson,Male,CSE,7.27,NormanThompson@rediffmail.com,9986065844
20181488,Irene Solesbee,Male,Mechanical,9.76,IreneSolesbee@rediffmail.com,9986742052
20181489,Herman Davis,Male,Civil,7.94,HermanDavis@rediffmail.com,9986094960
20181490,Melanie Swinford,Female,ECE,7.24,MelanieSwinford@gmail.com,9986788000
20181491,Gary Standridge,Male,EEE,7.77,GaryStandridge@hotmail.com,9986686152
20181492,Amanda Jones,Male,Civil,7.04,AmandaJones@hotmail.com,9986374500
20181493,Linda Jackson,Female,Civil,9.09,LindaJackson@rediffmail.com,9986383208
20181494,Amber Carroll,Female,ECE,5.61,AmberCarroll@yahoo.co.in,9986052124
20181495,Abraham Church,Male,CSE,7.25,AbrahamChurch@hotmail.com,9986939074
20181496,Shane Bullock,Female,Civil,7.46,ShaneBullock@hotmail.com,9986055921
20181497,Henry Grant,Male,EEE,6.44,HenryGrant@yahoo.co.in,9986474475
20181498,Ruth Judge,Male,Civil,6.92,RuthJudge@rediffmail.com,9986474537
20181499,Violet Foster,Male,EEE,6.26,VioletFoster@hotmail.com,9986620007
20181500,Gregg Jones,Female,EEE,8.78,GreggJones@rediffmail.com,9986543515
20181501,Laura Adams,Male,Civil,8.22,LauraAdams@hotmail.com,9986231759
20181502,Wm Stanley,Male,EEE,7.01,WmStanley@yahoo.co.in,9986441062
20181503,Charles Skiles,Female,Mechanical,5.18,CharlesSkiles@rediffmail.com,9986108048
20181504,Kenneth Robinson,Female,Civil,6.61,KennethRobinson@rediffmail.com,9986132267
20181505,David Moore,Female,Mechanical,5.38,DavidMoore@hotmail.com,9986761532
20181506,Marc Mervis,Male,EEE,5.91,MarcMervis@hotmail.com,9986535633
20181507,Christina Clark,Female,CSE,6.46,ChristinaClark@rediffmail.com,9986489571
20181508,Lois Beckman,Male,Civil,7.73,LoisBeckman@hotmail.com,9986241961
20181509,Mui Smith,Female,Mechanical,6.78,MuiSmith@yahoo.co.in,9986663226
20181510,Jared Hottel,Male,EIE,5.08,JaredHottel@gmail.com,9986334603
20181511,Elsie Bennett,Female,Mechanical,6.42,ElsieBennett@hotmail.com,9986393279
20181512,Trisha Sharp,Female,CSE,6.03,TrishaSharp@hotmail.com,9986662525
20181513,Kerry Gomez,Male,EIE,7.72,KerryGomez@gmail.com,9986034193
20181514,Nina Seaton,Female,EIE,8.29,NinaSeaton@gmail.com,9986759570
20181515,Neil Adkinson,Female,EIE,5.37,NeilAdkinson@rediffmail.com,9986399462
20181516,Anthony Ware,Male,EIE,9.4,AnthonyWare@rediffmail.com,9986140683
20181517,Lee Stevens,Male,Mechanical,9.98,LeeStevens@hotmail.com,9986938948
20181518,Chelsea Atkins,Male,ECE,8.11,ChelseaAtkins@hotmail.com,9986339800
20181519,James Burchard,Male,EIE,9.83,JamesBurchard@rediffmail.com,9986917817
20181520,Margaret Littrell,Female,ECE,6.55,MargaretLittrell@gmail.com,9986318979
20181521,Anne Roller,Female,EIE,9.19,AnneRoller@yahoo.co.in,9986857369
20181522,Hortense Lynch,Male,EEE,9.78,HortenseLynch@rediffmail.com,9986581984
20181523,Pauline Jozwick,Female,Mechanical,6.5,PaulineJozwick@hotmail.com,9986036667
20181524,Jennifer Renteria,Female,EIE,6.62,JenniferRenteria@gmail.com,9986434005
20181525,Lillian Morse,Female,CSE,6.66,LillianMorse@hotmail.com,9986382333
20181526,Christopher Williams,Female,CSE,8.01,ChristopherWilliams@yahoo.co.in,9986992146
20181527,Dan Schmiedeskamp,Female,Civil,5.95,DanSchmiedeskamp@yahoo.co.in,9986318199
20181528,Angie Sims,Male,Mechanical,5.21,AngieSims@gmail.com,9986580504
20181529,Amber Foster,Male,CSE,9.14,AmberFoster@hotmail.com,9986636427
20181530,Robert Suggs,Male,ECE,9.89,RobertSuggs@yahoo.co.in,9986534725
20181531,Ray Gains,Female,ECE,9.48,RayGains@hotmail.com,9986281691
20181532,John Branco,Male,ECE,9.83,JohnBranco@gmail.com,9986511461
20181533,Stan Earvin,Male,ECE,5.56,StanEarvin@yahoo.co.in,9986727253
20181534,Janet Bradford,Female,EIE,8.68,JanetBradford@hotmail.com,9986076979
20181535,Ellen Vaillancourt,Female,EIE,8.0,EllenVaillancourt@rediffmail.com,9986412754
20181536,Patricia Darling,Female,CSE,7.45,PatriciaDarling@rediffmail.com,9986820885
20181537,Virginia Barker,Male,CSE,6.6,VirginiaBarker@yahoo.co.in,9986952833
20181538,Jo Long,Female,CSE,9.72,JoLong@rediffmail.com,9986374610
20181539,Douglas Wineland,Female,EIE,6.35,DouglasWineland@rediffmail.com,9986923659
20181540,Adam Patton,Female,EIE,9.93,AdamPatton@gmail.com,9986640531
20181541,John Howard,Male,Mechanical,6.03,JohnHoward@hotmail.com,9986016590
20181542,Kathy Browning,Male,CSE,9.35,KathyBrowning@yahoo.co.in,9986477123
20181543,Kristie Palesano,Female,Civil,7.6,KristiePalesano@hotmail.com,9986714987
20181544,Edith Gass,Male,ECE,8.03,EdithGass@rediffmail.com,9986755468
20181545,Arlene Lingo,Male,Civil,7.71,ArleneLingo@yahoo.co.in,9986236053
20181546,Samuel Drummond,Male,Civil,6.22,SamuelDrummond@hotmail.com,9986865775
20181547,Dalton Smith,Female,CSE,6.49,DaltonSmith@gmail.com,9986477781
20181548,Sheri Blank,Male,EEE,6.95,SheriBlank@gmail.com,9986000398
20181549,Brenda Harold,Male,CSE,9.56,BrendaHarold@yahoo.co.in,9986359804
20181550,Thelma Alexander,Female,Mechanical,6.84,ThelmaAlexander@rediffmail.com,9986444548
20181551,Patricia Grubbs,Female,EEE,9.39,PatriciaGrubbs@yahoo.co.in,9986130630
20181552,Jeanie Boswell,Female,ECE,7.88,JeanieBoswell@rediffmail.com,9986445329
20181553,Nadia Boyes,Female,EEE,6.17,NadiaBoyes@yahoo.co.in,9986433819
20181554,Jose Vasquez,Female,EIE,5.28,JoseVasquez@gmail.com,9986136302
20181555,Derek Galloway,Male,EIE,8.77,DerekGalloway@hotmail.com,9986690829
20181556,Napoleon Parker,Male,EIE,8.81,NapoleonParker@yahoo.co.in,9986921029
20181557,Clyde Martel,Female,EEE,5.51,ClydeMartel@rediffmail.com,9986391409
20181558,Danelle Remick,Female,Civil,9.66,DanelleRemick@rediffmail.com,9986449900
20181559,Stella Rehfield,Female,ECE,6.17,StellaRehfield@gmail.com,9986038365
20181560,Judith Lowe,Male,Mechanical,9.99,JudithLowe@gmail.com,9986720069
20181561,David Stover,Male,EEE,8.69,DavidStover@yahoo.co.in,9986127197
20181562,Matthew Campbell,Female,Mechanical,7.96,MatthewCampbell@rediffmail.com,9986754922
20181563,Ruth Frankel,Male,Civil,9.08,RuthFrankel@gmail.com,9986041648
20181564,Elizabeth Yepsen,Female,EEE,8.23,ElizabethYepsen@gmail.com,9986156456
20181565,Nellie Rybij,Male,EEE,6.61,NellieRybij@gmail.com,9986166858
20181566,Michael Marcotte,Male,Civil,5.84,MichaelMarcotte@hotmail.com,9986113740
20181567,Priscilla Mcguire,Female,Civil,5.63,PriscillaMcguire@rediffmail.com,9986855150
20181568,Lavon Mcneill,Female,ECE,7.42,LavonMcneill@yahoo.co.in,9986418605
20181569,Virginia Dutchess,Male,ECE,9.19,VirginiaDutchess@yahoo.co.in,9986160041
20181570,Robert Evans,Female,Civil,7.07,RobertEvans@hotmail.com,9986263759
20181571,Sherry Saechao,Female,Mechanical,7.62,SherrySaechao@hotmail.com,9986758777
20181572,Joann Davis,Female,EIE,7.16,JoannDavis@rediffmail.com,9986636682
20181573,Diane Mccauley,Male,EIE,8.44,DianeMccauley@yahoo.co.in,9986798494
20181574,Jerrica Steiner,Female,Mechanical,8.67,JerricaSteiner@yahoo.co.in,9986520477
20181575,Sanjuana Page,Female,EIE,7.08,SanjuanaPage@hotmail.com,9986540653
20181576,Michael Boutwell,Male,Civil,5.44,MichaelBoutwell@rediffmail.com,9986851109
20181577,Nathaniel Naccarato,Female,Civil,5.84,NathanielNaccarato@yahoo.co.in,9986624758
20181578,Krista Mitchell,Female,EIE,5.08,KristaMitchell@gmail.com,9986666106
20181579,Ronald Richardson,Male,CSE,6.61,RonaldRichardson@rediffmail.com,9986559746
20181580,Sheridan Johnson,Female,EIE,7.63,SheridanJohnson@gmail.com,9986376218
20181581,James Hubbard,Male,ECE,7.17,JamesHubbard@hotmail.com,9986414177
20181582,Adeline Arcuri,Female,CSE,8.72,AdelineArcuri@hotmail.com,9986770050
20181583,Brian Partin,Male,CSE,8.61,BrianPartin@yahoo.co.in,9986855991
20181584,Kristie Hefner,Male,Mechanical,9.0,KristieHefner@gmail.com,9986630692
